index,word1,word2,word3,word4,dataset_name,part,id1,id2,id3,id4,id_num
4285,Vienna,Austria,Cairo,Egypt,capital-world,semantic,[6004],[5118],[11096],[5279],4
4286,Vienna,Austria,Canberra,Australia,capital-world,semantic,[6004],[5118],[13107],[2660],4
4287,Vienna,Austria,Caracas,Venezuela,capital-world,semantic,[6004],[5118],[21675],[8326],4
4329,Vilnius,Lithuania,Warsaw,Poland,capital-world,semantic,[20513],[9838],[8199],[3735],4
4331,Vilnius,Lithuania,Yerevan,Armenia,capital-world,semantic,[20513],[9838],[23383],[10110],4
4332,Vilnius,Lithuania,Zagreb,Croatia,capital-world,semantic,[20513],[9838],[12974],[8097],4
4335,Vilnius,Lithuania,Algiers,Algeria,capital-world,semantic,[20513],[9838],[22947],[11337],4
4336,Vilnius,Lithuania,Amman,Jordan,capital-world,semantic,[20513],[9838],[25703],[5207],4
4337,Vilnius,Lithuania,Ankara,Turkey,capital-world,semantic,[20513],[9838],[20312],[4977],4
4343,Vilnius,Lithuania,Athens,Greece,capital-world,semantic,[20513],[9838],[7571],[5483],4
4344,Vilnius,Lithuania,Baghdad,Iraq,capital-world,semantic,[20513],[9838],[13952],[5712],4
4345,Vilnius,Lithuania,Baku,Azerbaijan,capital-world,semantic,[20513],[9838],[16807],[8365],4
4347,Vilnius,Lithuania,Bangkok,Thailand,capital-world,semantic,[20513],[9838],[12627],[6504],4
4349,Vilnius,Lithuania,Beijing,China,capital-world,semantic,[20513],[9838],[7211],[2859],4
4350,Vilnius,Lithuania,Beirut,Lebanon,capital-world,semantic,[20513],[9838],[15335],[8341],4
4351,Vilnius,Lithuania,Belgrade,Serbia,capital-world,semantic,[20513],[9838],[10291],[7238],4
4353,Vilnius,Lithuania,Berlin,Germany,capital-world,semantic,[20513],[9838],[4068],[2762],4
4354,Vilnius,Lithuania,Bern,Switzerland,capital-world,semantic,[20513],[9838],[16595],[5288],4
4356,Vilnius,Lithuania,Bratislava,Slovakia,capital-world,semantic,[20513],[9838],[22992],[10991],4
4357,Vilnius,Lithuania,Brussels,Belgium,capital-world,semantic,[20513],[9838],[9371],[5706],4
4358,Vilnius,Lithuania,Bucharest,Romania,capital-world,semantic,[20513],[9838],[14261],[6339],4
4359,Vilnius,Lithuania,Budapest,Hungary,capital-world,semantic,[20513],[9838],[10926],[5872],4
4361,Vilnius,Lithuania,Cairo,Egypt,capital-world,semantic,[20513],[9838],[11096],[5279],4
4362,Vilnius,Lithuania,Canberra,Australia,capital-world,semantic,[20513],[9838],[13107],[2660],4
4363,Vilnius,Lithuania,Caracas,Venezuela,capital-world,semantic,[20513],[9838],[21675],[8326],4
4366,Vilnius,Lithuania,Copenhagen,Denmark,capital-world,semantic,[20513],[9838],[9664],[5842],4
4369,Warsaw,Poland,Yerevan,Armenia,capital-world,semantic,[8199],[3735],[23383],[10110],4
4370,Warsaw,Poland,Zagreb,Croatia,capital-world,semantic,[8199],[3735],[12974],[8097],4
4373,Warsaw,Poland,Algiers,Algeria,capital-world,semantic,[8199],[3735],[22947],[11337],4
4374,Warsaw,Poland,Amman,Jordan,capital-world,semantic,[8199],[3735],[25703],[5207],4
4375,Warsaw,Poland,Ankara,Turkey,capital-world,semantic,[8199],[3735],[20312],[4977],4
4381,Warsaw,Poland,Athens,Greece,capital-world,semantic,[8199],[3735],[7571],[5483],4
4382,Warsaw,Poland,Baghdad,Iraq,capital-world,semantic,[8199],[3735],[13952],[5712],4
4383,Warsaw,Poland,Baku,Azerbaijan,capital-world,semantic,[8199],[3735],[16807],[8365],4
4385,Warsaw,Poland,Bangkok,Thailand,capital-world,semantic,[8199],[3735],[12627],[6504],4
4387,Warsaw,Poland,Beijing,China,capital-world,semantic,[8199],[3735],[7211],[2859],4
4388,Warsaw,Poland,Beirut,Lebanon,capital-world,semantic,[8199],[3735],[15335],[8341],4
4389,Warsaw,Poland,Belgrade,Serbia,capital-world,semantic,[8199],[3735],[10291],[7238],4
4391,Warsaw,Poland,Berlin,Germany,capital-world,semantic,[8199],[3735],[4068],[2762],4
4392,Warsaw,Poland,Bern,Switzerland,capital-world,semantic,[8199],[3735],[16595],[5288],4
4394,Warsaw,Poland,Bratislava,Slovakia,capital-world,semantic,[8199],[3735],[22992],[10991],4
4395,Warsaw,Poland,Brussels,Belgium,capital-world,semantic,[8199],[3735],[9371],[5706],4
4396,Warsaw,Poland,Bucharest,Romania,capital-world,semantic,[8199],[3735],[14261],[6339],4
4397,Warsaw,Poland,Budapest,Hungary,capital-world,semantic,[8199],[3735],[10926],[5872],4
4399,Warsaw,Poland,Cairo,Egypt,capital-world,semantic,[8199],[3735],[11096],[5279],4
4400,Warsaw,Poland,Canberra,Australia,capital-world,semantic,[8199],[3735],[13107],[2660],4
4401,Warsaw,Poland,Caracas,Venezuela,capital-world,semantic,[8199],[3735],[21675],[8326],4
4404,Warsaw,Poland,Copenhagen,Denmark,capital-world,semantic,[8199],[3735],[9664],[5842],4
4406,Warsaw,Poland,Damascus,Syria,capital-world,semantic,[8199],[3735],[16094],[7795],4
4446,Yerevan,Armenia,Zagreb,Croatia,capital-world,semantic,[23383],[10110],[12974],[8097],4
4449,Yerevan,Armenia,Algiers,Algeria,capital-world,semantic,[23383],[10110],[22947],[11337],4
4450,Yerevan,Armenia,Amman,Jordan,capital-world,semantic,[23383],[10110],[25703],[5207],4
4451,Yerevan,Armenia,Ankara,Turkey,capital-world,semantic,[23383],[10110],[20312],[4977],4
4457,Yerevan,Armenia,Athens,Greece,capital-world,semantic,[23383],[10110],[7571],[5483],4
4458,Yerevan,Armenia,Baghdad,Iraq,capital-world,semantic,[23383],[10110],[13952],[5712],4
4459,Yerevan,Armenia,Baku,Azerbaijan,capital-world,semantic,[23383],[10110],[16807],[8365],4
4461,Yerevan,Armenia,Bangkok,Thailand,capital-world,semantic,[23383],[10110],[12627],[6504],4
4463,Yerevan,Armenia,Beijing,China,capital-world,semantic,[23383],[10110],[7211],[2859],4
4464,Yerevan,Armenia,Beirut,Lebanon,capital-world,semantic,[23383],[10110],[15335],[8341],4
4465,Yerevan,Armenia,Belgrade,Serbia,capital-world,semantic,[23383],[10110],[10291],[7238],4
4467,Yerevan,Armenia,Berlin,Germany,capital-world,semantic,[23383],[10110],[4068],[2762],4
4468,Yerevan,Armenia,Bern,Switzerland,capital-world,semantic,[23383],[10110],[16595],[5288],4
4470,Yerevan,Armenia,Bratislava,Slovakia,capital-world,semantic,[23383],[10110],[22992],[10991],4
4471,Yerevan,Armenia,Brussels,Belgium,capital-world,semantic,[23383],[10110],[9371],[5706],4
4472,Yerevan,Armenia,Bucharest,Romania,capital-world,semantic,[23383],[10110],[14261],[6339],4
4473,Yerevan,Armenia,Budapest,Hungary,capital-world,semantic,[23383],[10110],[10926],[5872],4
4475,Yerevan,Armenia,Cairo,Egypt,capital-world,semantic,[23383],[10110],[11096],[5279],4
4476,Yerevan,Armenia,Canberra,Australia,capital-world,semantic,[23383],[10110],[13107],[2660],4
4477,Yerevan,Armenia,Caracas,Venezuela,capital-world,semantic,[23383],[10110],[21675],[8326],4
4480,Yerevan,Armenia,Copenhagen,Denmark,capital-world,semantic,[23383],[10110],[9664],[5842],4
4482,Yerevan,Armenia,Damascus,Syria,capital-world,semantic,[23383],[10110],[16094],[7795],4
4483,Yerevan,Armenia,Dhaka,Bangladesh,capital-world,semantic,[23383],[10110],[16479],[7269],4
4484,Yerevan,Armenia,Doha,Qatar,capital-world,semantic,[23383],[10110],[26528],[12577],4
4487,Zagreb,Croatia,Algiers,Algeria,capital-world,semantic,[12974],[8097],[22947],[11337],4
4488,Zagreb,Croatia,Amman,Jordan,capital-world,semantic,[12974],[8097],[25703],[5207],4
4489,Zagreb,Croatia,Ankara,Turkey,capital-world,semantic,[12974],[8097],[20312],[4977],4
4495,Zagreb,Croatia,Athens,Greece,capital-world,semantic,[12974],[8097],[7571],[5483],4
4496,Zagreb,Croatia,Baghdad,Iraq,capital-world,semantic,[12974],[8097],[13952],[5712],4
4497,Zagreb,Croatia,Baku,Azerbaijan,capital-world,semantic,[12974],[8097],[16807],[8365],4
4499,Zagreb,Croatia,Bangkok,Thailand,capital-world,semantic,[12974],[8097],[12627],[6504],4
4501,Zagreb,Croatia,Beijing,China,capital-world,semantic,[12974],[8097],[7211],[2859],4
4502,Zagreb,Croatia,Beirut,Lebanon,capital-world,semantic,[12974],[8097],[15335],[8341],4
4503,Zagreb,Croatia,Belgrade,Serbia,capital-world,semantic,[12974],[8097],[10291],[7238],4
4505,Zagreb,Croatia,Berlin,Germany,capital-world,semantic,[12974],[8097],[4068],[2762],4
4506,Zagreb,Croatia,Bern,Switzerland,capital-world,semantic,[12974],[8097],[16595],[5288],4
4508,Zagreb,Croatia,Bratislava,Slovakia,capital-world,semantic,[12974],[8097],[22992],[10991],4
4509,Zagreb,Croatia,Brussels,Belgium,capital-world,semantic,[12974],[8097],[9371],[5706],4
4510,Zagreb,Croatia,Bucharest,Romania,capital-world,semantic,[12974],[8097],[14261],[6339],4
4511,Zagreb,Croatia,Budapest,Hungary,capital-world,semantic,[12974],[8097],[10926],[5872],4
4513,Zagreb,Croatia,Cairo,Egypt,capital-world,semantic,[12974],[8097],[11096],[5279],4
4514,Zagreb,Croatia,Canberra,Australia,capital-world,semantic,[12974],[8097],[13107],[2660],4
4515,Zagreb,Croatia,Caracas,Venezuela,capital-world,semantic,[12974],[8097],[21675],[8326],4
4518,Zagreb,Croatia,Copenhagen,Denmark,capital-world,semantic,[12974],[8097],[9664],[5842],4
4520,Zagreb,Croatia,Damascus,Syria,capital-world,semantic,[12974],[8097],[16094],[7795],4
4521,Zagreb,Croatia,Dhaka,Bangladesh,capital-world,semantic,[12974],[8097],[16479],[7269],4
4522,Zagreb,Croatia,Doha,Qatar,capital-world,semantic,[12974],[8097],[26528],[12577],4
4523,Zagreb,Croatia,Dublin,Ireland,capital-world,semantic,[12974],[8097],[5772],[3163],4
0,Chicago,Illinois,Houston,Texas,city-in-state,semantic,[3190],[4307],[5395],[3146],4
1,Chicago,Illinois,Philadelphia,Pennsylvania,city-in-state,semantic,[3190],[4307],[4407],[3552],4
2,Chicago,Illinois,Phoenix,Arizona,city-in-state,semantic,[3190],[4307],[6708],[5334],4
3,Chicago,Illinois,Dallas,Texas,city-in-state,semantic,[3190],[4307],[5759],[3146],4
4,Chicago,Illinois,Jacksonville,Florida,city-in-state,semantic,[3190],[4307],[13057],[3516],4
5,Chicago,Illinois,Indianapolis,Indiana,city-in-state,semantic,[3190],[4307],[9506],[5242],4
6,Chicago,Illinois,Austin,Texas,city-in-state,semantic,[3190],[4307],[5899],[3146],4
7,Chicago,Illinois,Detroit,Michigan,city-in-state,semantic,[3190],[4307],[5626],[4174],4
8,Chicago,Illinois,Memphis,Tennessee,city-in-state,semantic,[3190],[4307],[9774],[5298],4
9,Chicago,Illinois,Boston,Massachusetts,city-in-state,semantic,[3190],[4307],[3731],[4404],4
10,Chicago,Illinois,Seattle,Washington,city-in-state,semantic,[3190],[4307],[5862],[2899],4
11,Chicago,Illinois,Denver,Colorado,city-in-state,semantic,[3190],[4307],[7573],[5169],4
12,Chicago,Illinois,Baltimore,Maryland,city-in-state,semantic,[3190],[4307],[6222],[5374],4
13,Chicago,Illinois,Nashville,Tennessee,city-in-state,semantic,[3190],[4307],[8423],[5298],4
14,Chicago,Illinois,Louisville,Kentucky,city-in-state,semantic,[3190],[4307],[11577],[5612],4
15,Chicago,Illinois,Milwaukee,Wisconsin,city-in-state,semantic,[3190],[4307],[9184],[5273],4
16,Chicago,Illinois,Portland,Oregon,city-in-state,semantic,[3190],[4307],[6734],[5392],4
17,Chicago,Illinois,Tucson,Arizona,city-in-state,semantic,[3190],[4307],[17478],[5334],4
18,Chicago,Illinois,Fresno,California,city-in-state,semantic,[3190],[4307],[20840],[2662],4
19,Chicago,Illinois,Sacramento,California,city-in-state,semantic,[3190],[4307],[11932],[2662],4
20,Chicago,Illinois,Mesa,Arizona,city-in-state,semantic,[3190],[4307],[15797],[5334],4
21,Chicago,Illinois,Atlanta,Georgia,city-in-state,semantic,[3190],[4307],[5865],[4108],4
22,Chicago,Illinois,Omaha,Nebraska,city-in-state,semantic,[3190],[4307],[12864],[8506],4
23,Chicago,Illinois,Miami,Florida,city-in-state,semantic,[3190],[4307],[5631],[3516],4
24,Chicago,Illinois,Tulsa,Oklahoma,city-in-state,semantic,[3190],[4307],[16631],[5858],4
25,Chicago,Illinois,Oakland,California,city-in-state,semantic,[3190],[4307],[9182],[2662],4
26,Chicago,Illinois,Cleveland,Ohio,city-in-state,semantic,[3190],[4307],[6044],[4058],4
27,Chicago,Illinois,Minneapolis,Minnesota,city-in-state,semantic,[3190],[4307],[11334],[5135],4
28,Chicago,Illinois,Wichita,Kansas,city-in-state,semantic,[3190],[4307],[18614],[5111],4
29,Chicago,Illinois,Arlington,Texas,city-in-state,semantic,[3190],[4307],[13929],[3146],4
31,Chicago,Illinois,Tampa,Florida,city-in-state,semantic,[3190],[4307],[9925],[3516],4
32,Chicago,Illinois,Anaheim,California,city-in-state,semantic,[3190],[4307],[20835],[2662],4
33,Chicago,Illinois,Honolulu,Hawaii,city-in-state,semantic,[3190],[4307],[16598],[7359],4
34,Chicago,Illinois,Pittsburgh,Pennsylvania,city-in-state,semantic,[3190],[4307],[6278],[3552],4
35,Chicago,Illinois,Lexington,Kentucky,city-in-state,semantic,[3190],[4307],[14521],[5612],4
36,Chicago,Illinois,Stockton,California,city-in-state,semantic,[3190],[4307],[19161],[2662],4
37,Chicago,Illinois,Cincinnati,Ohio,city-in-state,semantic,[3190],[4307],[7797],[4058],4
38,Chicago,Illinois,Anchorage,Alaska,city-in-state,semantic,[3190],[4307],[21086],[7397],4
39,Houston,Texas,Philadelphia,Pennsylvania,city-in-state,semantic,[5395],[3146],[4407],[3552],4
40,Houston,Texas,Phoenix,Arizona,city-in-state,semantic,[5395],[3146],[6708],[5334],4
41,Houston,Texas,Jacksonville,Florida,city-in-state,semantic,[5395],[3146],[13057],[3516],4
42,Houston,Texas,Indianapolis,Indiana,city-in-state,semantic,[5395],[3146],[9506],[5242],4
43,Houston,Texas,Detroit,Michigan,city-in-state,semantic,[5395],[3146],[5626],[4174],4
44,Houston,Texas,Memphis,Tennessee,city-in-state,semantic,[5395],[3146],[9774],[5298],4
45,Houston,Texas,Boston,Massachusetts,city-in-state,semantic,[5395],[3146],[3731],[4404],4
46,Houston,Texas,Seattle,Washington,city-in-state,semantic,[5395],[3146],[5862],[2899],4
47,Houston,Texas,Denver,Colorado,city-in-state,semantic,[5395],[3146],[7573],[5169],4
48,Houston,Texas,Baltimore,Maryland,city-in-state,semantic,[5395],[3146],[6222],[5374],4
49,Houston,Texas,Nashville,Tennessee,city-in-state,semantic,[5395],[3146],[8423],[5298],4
50,Houston,Texas,Louisville,Kentucky,city-in-state,semantic,[5395],[3146],[11577],[5612],4
51,Houston,Texas,Milwaukee,Wisconsin,city-in-state,semantic,[5395],[3146],[9184],[5273],4
52,Houston,Texas,Portland,Oregon,city-in-state,semantic,[5395],[3146],[6734],[5392],4
53,Houston,Texas,Tucson,Arizona,city-in-state,semantic,[5395],[3146],[17478],[5334],4
54,Houston,Texas,Fresno,California,city-in-state,semantic,[5395],[3146],[20840],[2662],4
55,Houston,Texas,Sacramento,California,city-in-state,semantic,[5395],[3146],[11932],[2662],4
56,Houston,Texas,Mesa,Arizona,city-in-state,semantic,[5395],[3146],[15797],[5334],4
57,Houston,Texas,Atlanta,Georgia,city-in-state,semantic,[5395],[3146],[5865],[4108],4
58,Houston,Texas,Omaha,Nebraska,city-in-state,semantic,[5395],[3146],[12864],[8506],4
59,Houston,Texas,Miami,Florida,city-in-state,semantic,[5395],[3146],[5631],[3516],4
60,Houston,Texas,Tulsa,Oklahoma,city-in-state,semantic,[5395],[3146],[16631],[5858],4
61,Houston,Texas,Oakland,California,city-in-state,semantic,[5395],[3146],[9182],[2662],4
62,Houston,Texas,Cleveland,Ohio,city-in-state,semantic,[5395],[3146],[6044],[4058],4
63,Houston,Texas,Minneapolis,Minnesota,city-in-state,semantic,[5395],[3146],[11334],[5135],4
64,Houston,Texas,Wichita,Kansas,city-in-state,semantic,[5395],[3146],[18614],[5111],4
66,Houston,Texas,Tampa,Florida,city-in-state,semantic,[5395],[3146],[9925],[3516],4
67,Houston,Texas,Anaheim,California,city-in-state,semantic,[5395],[3146],[20835],[2662],4
68,Houston,Texas,Honolulu,Hawaii,city-in-state,semantic,[5395],[3146],[16598],[7359],4
69,Houston,Texas,Pittsburgh,Pennsylvania,city-in-state,semantic,[5395],[3146],[6278],[3552],4
70,Houston,Texas,Lexington,Kentucky,city-in-state,semantic,[5395],[3146],[14521],[5612],4
71,Houston,Texas,Stockton,California,city-in-state,semantic,[5395],[3146],[19161],[2662],4
72,Houston,Texas,Cincinnati,Ohio,city-in-state,semantic,[5395],[3146],[7797],[4058],4
73,Houston,Texas,Anchorage,Alaska,city-in-state,semantic,[5395],[3146],[21086],[7397],4
74,Houston,Texas,Toledo,Ohio,city-in-state,semantic,[5395],[3146],[13163],[4058],4
75,Philadelphia,Pennsylvania,Phoenix,Arizona,city-in-state,semantic,[4407],[3552],[6708],[5334],4
76,Philadelphia,Pennsylvania,Dallas,Texas,city-in-state,semantic,[4407],[3552],[5759],[3146],4
77,Philadelphia,Pennsylvania,Jacksonville,Florida,city-in-state,semantic,[4407],[3552],[13057],[3516],4
78,Philadelphia,Pennsylvania,Indianapolis,Indiana,city-in-state,semantic,[4407],[3552],[9506],[5242],4
79,Philadelphia,Pennsylvania,Austin,Texas,city-in-state,semantic,[4407],[3552],[5899],[3146],4
80,Philadelphia,Pennsylvania,Detroit,Michigan,city-in-state,semantic,[4407],[3552],[5626],[4174],4
81,Philadelphia,Pennsylvania,Memphis,Tennessee,city-in-state,semantic,[4407],[3552],[9774],[5298],4
82,Philadelphia,Pennsylvania,Boston,Massachusetts,city-in-state,semantic,[4407],[3552],[3731],[4404],4
83,Philadelphia,Pennsylvania,Seattle,Washington,city-in-state,semantic,[4407],[3552],[5862],[2899],4
84,Philadelphia,Pennsylvania,Denver,Colorado,city-in-state,semantic,[4407],[3552],[7573],[5169],4
85,Philadelphia,Pennsylvania,Baltimore,Maryland,city-in-state,semantic,[4407],[3552],[6222],[5374],4
86,Philadelphia,Pennsylvania,Nashville,Tennessee,city-in-state,semantic,[4407],[3552],[8423],[5298],4
87,Philadelphia,Pennsylvania,Louisville,Kentucky,city-in-state,semantic,[4407],[3552],[11577],[5612],4
88,Philadelphia,Pennsylvania,Milwaukee,Wisconsin,city-in-state,semantic,[4407],[3552],[9184],[5273],4
89,Philadelphia,Pennsylvania,Portland,Oregon,city-in-state,semantic,[4407],[3552],[6734],[5392],4
90,Philadelphia,Pennsylvania,Tucson,Arizona,city-in-state,semantic,[4407],[3552],[17478],[5334],4
91,Philadelphia,Pennsylvania,Fresno,California,city-in-state,semantic,[4407],[3552],[20840],[2662],4
92,Philadelphia,Pennsylvania,Sacramento,California,city-in-state,semantic,[4407],[3552],[11932],[2662],4
93,Philadelphia,Pennsylvania,Mesa,Arizona,city-in-state,semantic,[4407],[3552],[15797],[5334],4
94,Philadelphia,Pennsylvania,Atlanta,Georgia,city-in-state,semantic,[4407],[3552],[5865],[4108],4
95,Philadelphia,Pennsylvania,Omaha,Nebraska,city-in-state,semantic,[4407],[3552],[12864],[8506],4
96,Philadelphia,Pennsylvania,Miami,Florida,city-in-state,semantic,[4407],[3552],[5631],[3516],4
97,Philadelphia,Pennsylvania,Tulsa,Oklahoma,city-in-state,semantic,[4407],[3552],[16631],[5858],4
98,Philadelphia,Pennsylvania,Oakland,California,city-in-state,semantic,[4407],[3552],[9182],[2662],4
99,Philadelphia,Pennsylvania,Cleveland,Ohio,city-in-state,semantic,[4407],[3552],[6044],[4058],4
100,Philadelphia,Pennsylvania,Minneapolis,Minnesota,city-in-state,semantic,[4407],[3552],[11334],[5135],4
101,Philadelphia,Pennsylvania,Wichita,Kansas,city-in-state,semantic,[4407],[3552],[18614],[5111],4
102,Philadelphia,Pennsylvania,Arlington,Texas,city-in-state,semantic,[4407],[3552],[13929],[3146],4
104,Philadelphia,Pennsylvania,Tampa,Florida,city-in-state,semantic,[4407],[3552],[9925],[3516],4
105,Philadelphia,Pennsylvania,Anaheim,California,city-in-state,semantic,[4407],[3552],[20835],[2662],4
106,Philadelphia,Pennsylvania,Honolulu,Hawaii,city-in-state,semantic,[4407],[3552],[16598],[7359],4
107,Philadelphia,Pennsylvania,Lexington,Kentucky,city-in-state,semantic,[4407],[3552],[14521],[5612],4
108,Philadelphia,Pennsylvania,Stockton,California,city-in-state,semantic,[4407],[3552],[19161],[2662],4
109,Philadelphia,Pennsylvania,Cincinnati,Ohio,city-in-state,semantic,[4407],[3552],[7797],[4058],4
110,Philadelphia,Pennsylvania,Anchorage,Alaska,city-in-state,semantic,[4407],[3552],[21086],[7397],4
111,Philadelphia,Pennsylvania,Toledo,Ohio,city-in-state,semantic,[4407],[3552],[13163],[4058],4
113,Phoenix,Arizona,Dallas,Texas,city-in-state,semantic,[6708],[5334],[5759],[3146],4
114,Phoenix,Arizona,Jacksonville,Florida,city-in-state,semantic,[6708],[5334],[13057],[3516],4
115,Phoenix,Arizona,Indianapolis,Indiana,city-in-state,semantic,[6708],[5334],[9506],[5242],4
116,Phoenix,Arizona,Austin,Texas,city-in-state,semantic,[6708],[5334],[5899],[3146],4
117,Phoenix,Arizona,Detroit,Michigan,city-in-state,semantic,[6708],[5334],[5626],[4174],4
118,Phoenix,Arizona,Memphis,Tennessee,city-in-state,semantic,[6708],[5334],[9774],[5298],4
119,Phoenix,Arizona,Boston,Massachusetts,city-in-state,semantic,[6708],[5334],[3731],[4404],4
120,Phoenix,Arizona,Seattle,Washington,city-in-state,semantic,[6708],[5334],[5862],[2899],4
121,Phoenix,Arizona,Denver,Colorado,city-in-state,semantic,[6708],[5334],[7573],[5169],4
122,Phoenix,Arizona,Baltimore,Maryland,city-in-state,semantic,[6708],[5334],[6222],[5374],4
123,Phoenix,Arizona,Nashville,Tennessee,city-in-state,semantic,[6708],[5334],[8423],[5298],4
124,Phoenix,Arizona,Louisville,Kentucky,city-in-state,semantic,[6708],[5334],[11577],[5612],4
125,Phoenix,Arizona,Milwaukee,Wisconsin,city-in-state,semantic,[6708],[5334],[9184],[5273],4
126,Phoenix,Arizona,Portland,Oregon,city-in-state,semantic,[6708],[5334],[6734],[5392],4
127,Phoenix,Arizona,Fresno,California,city-in-state,semantic,[6708],[5334],[20840],[2662],4
128,Phoenix,Arizona,Sacramento,California,city-in-state,semantic,[6708],[5334],[11932],[2662],4
129,Phoenix,Arizona,Atlanta,Georgia,city-in-state,semantic,[6708],[5334],[5865],[4108],4
130,Phoenix,Arizona,Omaha,Nebraska,city-in-state,semantic,[6708],[5334],[12864],[8506],4
131,Phoenix,Arizona,Miami,Florida,city-in-state,semantic,[6708],[5334],[5631],[3516],4
132,Phoenix,Arizona,Tulsa,Oklahoma,city-in-state,semantic,[6708],[5334],[16631],[5858],4
133,Phoenix,Arizona,Oakland,California,city-in-state,semantic,[6708],[5334],[9182],[2662],4
134,Phoenix,Arizona,Cleveland,Ohio,city-in-state,semantic,[6708],[5334],[6044],[4058],4
135,Phoenix,Arizona,Minneapolis,Minnesota,city-in-state,semantic,[6708],[5334],[11334],[5135],4
136,Phoenix,Arizona,Wichita,Kansas,city-in-state,semantic,[6708],[5334],[18614],[5111],4
137,Phoenix,Arizona,Arlington,Texas,city-in-state,semantic,[6708],[5334],[13929],[3146],4
139,Phoenix,Arizona,Tampa,Florida,city-in-state,semantic,[6708],[5334],[9925],[3516],4
140,Phoenix,Arizona,Anaheim,California,city-in-state,semantic,[6708],[5334],[20835],[2662],4
141,Phoenix,Arizona,Honolulu,Hawaii,city-in-state,semantic,[6708],[5334],[16598],[7359],4
142,Phoenix,Arizona,Pittsburgh,Pennsylvania,city-in-state,semantic,[6708],[5334],[6278],[3552],4
143,Phoenix,Arizona,Lexington,Kentucky,city-in-state,semantic,[6708],[5334],[14521],[5612],4
144,Phoenix,Arizona,Stockton,California,city-in-state,semantic,[6708],[5334],[19161],[2662],4
145,Phoenix,Arizona,Cincinnati,Ohio,city-in-state,semantic,[6708],[5334],[7797],[4058],4
146,Phoenix,Arizona,Anchorage,Alaska,city-in-state,semantic,[6708],[5334],[21086],[7397],4
147,Phoenix,Arizona,Toledo,Ohio,city-in-state,semantic,[6708],[5334],[13163],[4058],4
149,Phoenix,Arizona,Henderson,Nevada,city-in-state,semantic,[6708],[5334],[9481],[7756],4
150,Dallas,Texas,Jacksonville,Florida,city-in-state,semantic,[5759],[3146],[13057],[3516],4
151,Dallas,Texas,Indianapolis,Indiana,city-in-state,semantic,[5759],[3146],[9506],[5242],4
152,Dallas,Texas,Detroit,Michigan,city-in-state,semantic,[5759],[3146],[5626],[4174],4
153,Dallas,Texas,Memphis,Tennessee,city-in-state,semantic,[5759],[3146],[9774],[5298],4
154,Dallas,Texas,Boston,Massachusetts,city-in-state,semantic,[5759],[3146],[3731],[4404],4
155,Dallas,Texas,Seattle,Washington,city-in-state,semantic,[5759],[3146],[5862],[2899],4
156,Dallas,Texas,Denver,Colorado,city-in-state,semantic,[5759],[3146],[7573],[5169],4
157,Dallas,Texas,Baltimore,Maryland,city-in-state,semantic,[5759],[3146],[6222],[5374],4
158,Dallas,Texas,Nashville,Tennessee,city-in-state,semantic,[5759],[3146],[8423],[5298],4
159,Dallas,Texas,Louisville,Kentucky,city-in-state,semantic,[5759],[3146],[11577],[5612],4
160,Dallas,Texas,Milwaukee,Wisconsin,city-in-state,semantic,[5759],[3146],[9184],[5273],4
161,Dallas,Texas,Portland,Oregon,city-in-state,semantic,[5759],[3146],[6734],[5392],4
162,Dallas,Texas,Tucson,Arizona,city-in-state,semantic,[5759],[3146],[17478],[5334],4
163,Dallas,Texas,Fresno,California,city-in-state,semantic,[5759],[3146],[20840],[2662],4
164,Dallas,Texas,Sacramento,California,city-in-state,semantic,[5759],[3146],[11932],[2662],4
165,Dallas,Texas,Mesa,Arizona,city-in-state,semantic,[5759],[3146],[15797],[5334],4
166,Dallas,Texas,Atlanta,Georgia,city-in-state,semantic,[5759],[3146],[5865],[4108],4
167,Dallas,Texas,Omaha,Nebraska,city-in-state,semantic,[5759],[3146],[12864],[8506],4
168,Dallas,Texas,Miami,Florida,city-in-state,semantic,[5759],[3146],[5631],[3516],4
169,Dallas,Texas,Tulsa,Oklahoma,city-in-state,semantic,[5759],[3146],[16631],[5858],4
170,Dallas,Texas,Oakland,California,city-in-state,semantic,[5759],[3146],[9182],[2662],4
171,Dallas,Texas,Cleveland,Ohio,city-in-state,semantic,[5759],[3146],[6044],[4058],4
172,Dallas,Texas,Minneapolis,Minnesota,city-in-state,semantic,[5759],[3146],[11334],[5135],4
173,Dallas,Texas,Wichita,Kansas,city-in-state,semantic,[5759],[3146],[18614],[5111],4
175,Dallas,Texas,Tampa,Florida,city-in-state,semantic,[5759],[3146],[9925],[3516],4
176,Dallas,Texas,Anaheim,California,city-in-state,semantic,[5759],[3146],[20835],[2662],4
177,Dallas,Texas,Honolulu,Hawaii,city-in-state,semantic,[5759],[3146],[16598],[7359],4
178,Dallas,Texas,Pittsburgh,Pennsylvania,city-in-state,semantic,[5759],[3146],[6278],[3552],4
179,Dallas,Texas,Lexington,Kentucky,city-in-state,semantic,[5759],[3146],[14521],[5612],4
180,Dallas,Texas,Stockton,California,city-in-state,semantic,[5759],[3146],[19161],[2662],4
181,Dallas,Texas,Cincinnati,Ohio,city-in-state,semantic,[5759],[3146],[7797],[4058],4
182,Dallas,Texas,Anchorage,Alaska,city-in-state,semantic,[5759],[3146],[21086],[7397],4
